0,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23,24,25,26,27,28,29,30,31,32,33,34,35,36,37,38,39,40,41,42,43,44,45,46,47,48,49,50,51,52,53,54,55,56,57,58,59,60,61,62,63,64,65,66,67,68,69,70,71,72,73,74,75,76,77,78,79,80,81,82,83,84,85,86,87,88,89,90,91,92,93,94,95,96,97,98,99,100,101,102,103,104,105,106,107,108,109,110,111,112,113,114,115,116,117,118,119,120,121,122,123,124,125,126,127,128,129,130,131,132,133,134,135,136,137,138,139,140,141,142,143,144,145,146,147,148,149,150,151,152,153,154,155,156,157,158,159,160,161,162,163,164,165,166,167,168,169,170,171,172,173,174,175,176,177,178,179,180,181,182,183,184,185,186,187,188,189,190,191,192,193,194,195,196,197,198,199,200,201,202,203,204,205
6958,l,1,"[1,-1,1,-37666,2823013]",1,1,1,0,3,0,0,0,-2,-6,-5,-9,-3,-3,-2,-8,-3,10,-7,4,-9,-1,-3,10,-16,6,-2,-9,14,8,11,18,1,10,-8,7,20,20,2,1,-24,-8,0,-20,18,8,18,4,-13,2,-12,-7,23,15,14,0,-6,6,-18,-4,17,-10,29,-26,-17,-2,26,-6,-29,8,-23,8,32,-32,4,-14,2,23,-22,-22,14,-31,-10,-4,18,6,4,-12,30,-18,-18,-10,-27,7,0,-23,0,-34,33,-7,19,-8,-22,43,24,-27,20,-14,-12,7,-25,-44,-41,19,6,-37,-5,-42,-14,-18,18,-22,-2,-16,3,19,-52,0,44,6,-40,46,-44,-13,-11,-14,-44,12,0,-12,17,-38,4,31,-21,-15,25,-2,-27,18,-57,-24,-2,6,-19,29,-24,-21,-20,-57,26,18,16,3,-13,18,-19,-40,32,21,29,6,54,-9,26,26,48,24,-20,-26,21,9,32,57,14,-38,48,4,38,-26,17,-50,-16,-16,4,62,-59,-59,40,38,10,24
915,b,1,"[1,1,0,-57,144]",1,2,1,-1,1,0,0,-2,-2,-4,0,-10,-4,2,-6,-4,8,-14,0,1,-4,4,2,4,4,10,2,-10,8,12,-2,-6,-8,12,18,-16,22,12,2,4,8,18,4,-18,-12,6,6,-16,-8,8,12,-26,-18,24,2,0,-6,-24,-18,-24,-14,-6,-4,14,12,12,-10,-10,8,6,-12,-18,18,4,16,26,4,0,-26,-30,-6,26,-24,-10,24,14,-8,-36,2,-10,14,-8,-12,40,-40,12,-32,16,6,-30,4,-10,36,-14,36,-22,4,14,-28,-10,-4,10,16,22,-2,-4,-36,2,4,-16,-38,-20,22,6,-6,12,12,6,22,24,32,-2,-16,-16,-16,-50,18,-38,-34,28,30,-22,40,-18,40,-44,14,-48,22,50,-36,-24,50,2,36,40,-44,40,-48,18,-22,46,12,30,-32,36,18,16,16,-38,26,-14,-48,14,60,34,44,26,12,-42,-24,-10,-40,32,-50,-62,24,-18,14,-28,-6,52,-42,4,44,-2,-36,42,18,-46,-22,-8
6555,a,1,"[0,-1,1,14439,669746]",0,1,0,-1,-1,-4,-1,5,0,-1,1,-5,-2,-10,3,-9,-9,2,-1,0,-12,-8,8,-17,4,-4,14,12,6,-7,9,-15,1,-2,-14,20,5,-6,7,-6,24,0,-3,1,21,19,-21,8,-12,-8,12,4,6,-14,-11,4,-2,-28,14,8,-2,-6,9,-9,-7,6,-11,6,10,8,33,17,-29,17,-21,-4,-19,15,25,-2,36,-6,-24,-22,38,-20,28,-3,6,-21,18,-24,-42,-1,4,-20,15,2,-42,24,-4,10,-37,24,11,32,-2,-28,-7,29,33,0,27,19,-12,46,-40,-4,-1,27,46,34,9,31,30,30,37,3,-6,14,-3,-43,15,3,-24,-13,50,30,23,-2,-33,-22,-40,40,40,-23,48,24,42,-14,-41,6,-13,3,-24,30,4,54,10,58,14,-24,27,13,-30,-24,2,-49,14,60,-47,34,20,-50,-44,10,32,6,-36,10,0,-6,20,32,27,-60,-42,5,10,38,24,2,-19,32,-31,-3,26,-29,22,-22,-56,-19
9555,b,1,"[0,-1,1,-3201,184232]",0,1,0,-1,-1,0,0,-1,3,-8,-3,6,4,2,-9,-4,-6,9,15,-5,-13,-15,13,8,-6,6,-17,-12,-8,0,2,9,-10,-6,18,-5,3,-10,-2,11,-18,-9,0,10,-24,23,12,1,-1,19,0,16,-18,27,-26,30,-21,-3,-6,-2,14,9,-26,0,-20,12,16,12,26,26,3,4,-6,15,-8,-4,20,36,-12,13,-6,28,-30,-10,21,16,7,-9,9,17,18,-13,-12,-15,32,30,26,27,21,0,16,38,26,30,-33,0,-4,7,6,-6,0,1,-8,-43,36,46,38,-48,-44,-15,30,-18,-14,-28,-30,36,10,36,-28,-36,-8,13,-4,-6,-19,2,-3,10,18,52,-39,24,52,33,-4,-12,34,51,19,45,28,-18,-22,-12,32,-57,20,36,11,-39,22,33,-48,-30,-43,48,18,-30,29,-20,20,-9,-36,-14,6,-10,49,-12,-10,-54,-32,-5,-31,-48,14,-24,6,6,26,31,50,-9,52,-24,-28,-9,12,-21,14,-4,-48,63
5337,c,1,"[1,-1,0,-108,459]",0,2,1,0,-2,2,2,-6,-2,4,0,-2,0,6,-10,10,-10,6,0,10,-2,-4,-2,8,0,6,14,6,14,-6,2,-2,14,18,-2,4,6,14,-10,16,-10,-2,0,-22,20,18,22,10,-24,-14,-20,14,6,6,10,8,18,-14,-18,-14,10,26,-6,22,-20,-24,30,6,-10,34,-24,-14,18,10,8,22,30,-18,30,-14,-18,26,26,-6,32,-22,8,30,-18,26,-22,-4,-6,18,-12,-26,-14,18,30,-30,32,18,-28,-34,4,-2,-18,-46,-14,-1,2,10,10,2,-42,-46,0,-26,24,-18,-30,-32,-18,18,6,18,-8,-10,38,2,14,-14,32,6,8,-6,22,-30,14,-52,-10,-42,-40,14,-6,26,2,12,26,6,2,36,-14,-18,42,-18,24,-42,4,-30,58,6,6,22,-22,-48,62,-26,-14,-2,10,46,-58,34,-34,-26,26,46,-16,-18,36,-46,42,38,-14,54,44,-38,50,-18,-6,60,-26,12,20,6,28,-2,46,2,-18,32
9240,be,1,"[0,1,0,-511,-4606]",1,2,0,1,-1,1,1,-2,-2,4,0,2,-8,-2,-10,-12,0,2,0,-6,-8,-8,2,4,0,-2,14,10,16,-12,14,-10,0,12,-18,-12,10,20,2,-16,-12,-6,-20,-2,-16,2,-18,8,-8,8,-24,-26,-6,0,6,24,14,0,-30,-8,-10,-10,-12,-14,4,20,-10,18,4,2,-4,26,30,-8,32,22,28,-24,-18,10,-14,-18,24,22,-8,-26,-24,-12,-30,-22,18,-4,-36,-24,-20,20,44,12,-30,-10,-28,38,-20,6,24,-10,-40,22,44,-18,-16,30,-8,6,-10,4,-48,-30,-12,-32,-6,12,38,-14,18,12,20,-22,-26,36,32,22,8,32,40,38,-42,30,-54,44,-46,30,36,-22,-20,12,-18,-4,6,-2,-44,16,-18,30,16,44,32,56,4,-42,-30,18,36,-46,8,24,-18,-48,8,22,58,-22,52,-26,-24,-6,-16,6,40,38,56,10,-20,60,6,6,0,-46,14,28,-38,24,-34,-20,-60,-6,-44,-42,10,30,38,-36
4170,f,4,"[1,0,1,1197,-2102]",1,2,-1,1,1,0,0,-2,6,-4,-8,-10,-8,6,-6,-4,-12,10,4,6,-4,4,-6,0,-8,10,-14,10,-8,0,14,-6,-16,8,2,-1,10,8,14,-12,12,-10,12,-10,-4,-14,26,0,-28,8,12,22,6,12,-22,0,-6,4,18,16,-2,-10,-4,-22,-28,0,-6,-14,20,-30,-24,-2,14,-4,24,-26,4,16,-22,-18,-10,10,-4,38,-8,2,8,-12,-18,26,30,16,-20,8,16,-28,12,4,-6,-18,-28,-2,-20,-10,40,-14,-44,-22,-24,-14,0,42,16,-26,46,-4,16,38,-28,12,10,12,-18,-46,-42,-8,-44,-18,6,-4,8,-34,4,-24,24,-18,50,-30,30,-20,2,6,-36,-6,40,44,14,-4,-26,-2,-4,36,30,42,-12,-24,52,-12,16,30,2,-10,48,6,32,0,26,48,16,38,50,-6,0,-26,-8,26,8,38,-44,-6,-32,-2,40,24,-10,-22,-48,46,46,-4,50,-56,-14,16,20,-42,-36,-6,2,-26,-10,-48
1320,h,5,"[0,-1,0,-28000,-1759508]",1,2,0,-1,1,0,-1,-2,-6,-4,0,6,-8,6,10,-4,-8,-10,-12,6,-4,0,-14,0,4,-6,-14,-2,-16,12,6,18,-8,12,10,4,-18,-8,-2,-20,0,-18,12,22,24,-6,22,0,-4,-8,20,6,-14,16,18,4,-14,0,-2,0,-10,10,28,22,-12,0,-6,-2,-12,26,28,-10,-14,8,-8,-26,36,-8,-26,14,18,10,12,22,-32,2,-8,-28,-30,-14,6,-40,12,-32,16,36,28,0,-18,10,12,-10,36,-34,36,-22,-12,18,20,42,0,10,-8,-26,-22,-28,-48,2,28,-32,-18,-4,38,-6,-42,4,28,-42,6,40,16,-2,-36,-16,-8,22,-22,2,38,20,-34,-22,-28,30,0,-20,-50,-48,-10,2,-12,8,-34,-14,44,16,4,-8,56,-30,-30,-42,-36,18,-16,-60,50,-32,-40,-10,50,-42,-28,-50,24,34,40,26,-44,-10,32,22,-8,-20,-26,18,24,6,14,-4,-6,64,-14,28,-4,30,4,-6,-62,30,-22,0
1512,k,1,"[0,0,0,-108,324]",1,1,0,0,-1,-1,2,-4,3,2,-6,6,-4,-11,5,-7,-5,-6,-9,6,-4,-8,-2,-11,5,6,-6,14,-10,6,-1,-16,-5,-4,12,-2,-6,15,18,-9,-17,6,8,-8,-10,19,18,24,-12,-24,4,16,8,-16,-8,-27,-22,12,-17,30,13,18,10,21,10,-13,28,6,-7,11,24,24,-5,18,10,-29,35,-21,-26,-2,-24,28,29,-2,-20,-20,0,42,16,-38,21,-1,40,-15,8,0,-37,-41,19,39,4,-7,-39,-28,32,-46,-23,4,-12,-17,30,-40,20,30,-2,22,-21,-30,-14,-32,4,-12,-28,-14,-42,36,-32,24,3,-13,-2,-52,4,14,-20,-29,-3,-4,-31,14,54,-46,-56,20,-9,32,-10,-33,-16,21,14,10,-3,-18,31,47,-1,-30,-25,13,-14,15,-44,-6,-40,21,32,-33,-19,10,-19,-51,12,22,-36,-61,-2,63,-20,-20,12,62,13,33,-22,63,38,9,30,-56,58,-7,-16,16,43,-63,-24,39,2,-57,-22,-3
6084,b,2,"[0,0,0,0,-18252]",0,1,0,0,0,5,0,0,0,8,0,0,11,-10,0,5,0,0,0,-1,5,0,-7,17,0,0,-19,0,-7,0,17,0,-19,0,0,23,0,-4,-25,17,0,0,0,26,0,-25,0,11,29,-28,0,-22,0,0,14,0,0,0,0,-1,26,0,-7,0,-19,0,35,0,-1,5,0,-37,0,0,35,-25,29,0,0,35,0,-7,0,41,0,-37,41,0,0,-31,0,23,0,0,44,0,32,0,0,0,8,29,-1,0,0,0,-16,-46,0,0,0,26,20,47,0,-49,-43,0,-7,0,0,0,11,-37,0,0,-49,0,-31,0,5,-43,-16,0,-52,26,0,2,0,-31,0,0,-37,0,-52,0,-7,0,23,0,-43,0,-34,0,47,0,-40,0,-52,0,26,0,0,0,20,0,0,0,44,-49,-19,0,0,14,0,53,-52,0,41,0,-37,-49,-4,0,-43,0,0,0,-19,32,-67,0,-55,0,53,0,0,0,-61,-67,0,0
7548,g,1,"[0,1,0,-2328580,-1368941788]",0,1,0,1,1,5,5,0,1,1,2,7,2,-1,0,1,-4,-11,-9,1,2,3,-2,-10,-12,2,1,3,-8,3,6,2,-6,-2,-13,-11,-7,-10,18,6,22,2,7,-16,-24,-18,-8,-20,-12,-6,10,-23,22,-3,1,-27,18,6,24,-10,-23,24,-30,-6,8,14,1,0,4,-22,-6,18,4,24,-3,14,16,15,12,4,-2,10,-7,6,18,29,-2,12,-25,28,4,-37,23,24,16,10,0,12,-21,2,35,-11,38,-6,-3,6,11,-22,19,37,0,12,14,5,-28,-1,29,18,-32,13,43,40,32,-44,-6,-10,-28,-10,35,37,-19,35,-8,-16,-37,-24,3,-4,-6,-7,-2,-14,19,-36,3,40,-20,-16,-22,9,-44,-16,4,24,28,-33,-32,-38,25,-6,43,-4,22,-34,24,-42,-6,16,-40,33,0,15,55,-28,-18,-27,52,3,36,-2,-16,-41,15,44,-6,4,10,-39,44,8,-35,24,-49,11,-20,34,9,-46,7,-1,44,53
600,d,4,"[0,1,0,-1608,24288]",0,2,0,1,0,0,4,2,-2,-4,8,6,8,-6,-6,-4,0,2,4,-2,4,8,-10,-8,4,-6,-2,-18,-16,12,-2,-18,8,-4,6,-12,14,-16,2,-12,-24,-6,12,6,0,-2,18,16,-20,8,-12,22,-10,-16,18,20,-2,8,-10,8,26,26,28,18,-12,-24,6,-6,20,-18,12,30,-2,-24,8,10,20,0,-2,-14,-30,-6,12,-10,32,14,0,-20,-14,22,-26,-8,36,-16,32,-12,12,-24,6,26,-4,-18,-44,26,-28,10,36,-2,44,14,24,-38,40,-38,-42,-44,16,-14,-12,-8,-6,12,-10,-34,2,-4,-4,6,-10,-32,-48,-14,-4,8,24,-38,-22,2,18,-28,-22,26,4,30,16,28,-50,-24,10,-42,-12,32,18,50,4,-8,-4,16,16,50,-42,6,-12,54,16,36,30,24,40,26,-46,50,36,30,-40,-10,-40,26,-28,30,-16,14,-8,-52,-54,54,-48,-18,50,36,10,0,62,12,-20,22,36,22,-14,-46,-2,-24
1056,i,2,"[0,1,0,-144,-648]",1,2,0,1,-2,0,-1,-6,2,-4,-4,2,-4,-2,10,-4,-4,6,-12,-6,-4,-4,10,-16,4,10,2,-6,20,-4,10,-14,8,12,10,-4,-6,8,-18,-20,0,-6,-4,-2,-12,-22,26,4,-4,20,28,-2,18,8,10,12,18,-24,-18,16,10,-14,-28,18,20,-12,-22,6,-20,2,12,34,-30,-24,-4,26,-28,12,30,-34,-30,-14,4,22,-24,2,-32,-36,-30,2,2,-36,-20,8,12,-36,4,-8,14,-6,-36,10,-20,2,-4,-6,12,-30,20,26,12,42,-8,2,-22,20,20,-46,-28,28,-34,-44,-26,26,-14,44,4,-6,30,-44,-36,-22,12,-32,12,22,10,-22,-26,52,6,-6,-52,-6,52,36,46,-44,-46,-6,4,-28,-46,-30,4,16,44,28,-32,34,-6,-6,20,-6,0,60,34,36,-52,26,10,6,-12,14,48,26,-36,26,60,-42,56,-30,44,20,-42,-46,60,-10,2,44,-30,-48,50,36,-28,-58,36,42,-30,22,42,-8
42,a,1,"[1,1,1,-4,5]",0,8,1,-1,-2,-1,-4,6,2,-4,8,-2,0,-10,-6,-4,0,6,4,6,4,8,10,0,-4,-6,-14,-2,8,12,-2,-14,0,-20,10,4,6,-8,-10,20,-8,22,-12,-18,0,2,-10,8,20,-16,12,-2,-22,0,2,-12,-30,-24,22,0,-10,26,4,30,28,-8,10,-18,-4,18,12,22,-30,-8,32,22,-20,-16,-26,6,18,-22,-36,6,0,2,-24,-4,34,10,22,-32,28,-16,8,12,-44,24,6,-6,20,30,-12,-2,44,-6,12,34,-28,18,24,26,48,-42,-22,-44,8,2,-4,24,-18,-28,-2,2,-18,12,-4,-2,-10,0,-8,6,-12,24,48,6,-22,-14,-2,-36,6,10,-44,38,-56,-36,-26,56,14,42,20,-32,-2,18,20,-24,12,0,40,18,-22,-26,4,26,8,-12,18,-24,-16,14,50,30,28,22,-24,-54,-48,-38,-36,38,-40,-10,0,-4,22,10,64,30,30,44,-54,-48,34,12,-44,38,-60,-22,50,-50,-30,-24
6237,e,1,"[1,-1,1,-49898,-4277636]",0,1,-1,0,4,1,-1,-3,-1,1,-3,-8,8,-3,-5,-10,4,9,10,11,-3,15,14,-14,1,0,14,3,12,18,-8,15,14,7,-6,4,14,8,-2,-24,7,-1,-12,8,-24,2,10,-2,6,-12,0,4,-4,12,-19,24,12,-6,-28,25,10,-32,-16,29,-13,8,6,3,19,-22,4,-1,20,6,-14,-14,19,-16,21,20,-23,22,36,-18,0,-6,11,12,37,-28,-10,-29,6,27,8,-4,-7,24,-36,26,20,20,18,-36,33,-28,-8,-14,18,1,-23,-47,-33,2,21,8,-17,39,-26,8,-6,18,50,-6,-21,21,40,-30,-19,50,32,15,-20,-30,-19,-37,-38,-13,24,-27,-12,-26,44,30,-13,-8,-56,6,53,-38,10,-16,-22,0,3,13,43,4,-42,-42,-10,-19,-15,-58,-16,-30,-3,-22,-32,1,-4,-2,20,-28,-30,-46,14,20,22,35,-31,-3,49,65,26,10,37,-10,52,26,-12,52,-2,30,-5,-60,4,56,-62,-19,-34,-11
2235,f,2,"[0,1,1,-3470,-94654]",1,1,-2,1,1,-2,-3,-1,-2,5,4,0,-8,-2,-3,4,3,-1,-5,-13,-12,7,4,-10,-6,10,-2,2,-16,3,-10,9,8,-3,-22,-10,-1,12,13,9,8,-1,0,-18,-18,19,18,-20,-8,-11,18,-25,-6,20,-18,12,-12,-21,-30,2,-27,-18,-21,-21,8,-13,19,-7,7,18,3,0,-26,0,28,9,20,-21,30,3,32,0,10,2,2,14,20,29,-15,-17,7,-6,-12,15,23,7,-10,4,-15,-38,34,-18,-2,18,-1,-5,27,18,8,34,40,7,8,24,18,10,7,-18,-26,-32,-6,10,32,9,-27,-6,7,7,-5,30,23,39,-15,-16,27,-42,12,-15,-21,-22,-12,30,2,2,-41,43,-10,5,-26,13,20,49,-42,-33,44,23,-17,-48,-5,60,-2,22,28,-16,-32,-28,-2,14,-8,8,-20,-6,0,-3,-3,-31,5,50,32,-23,-36,55,-37,-8,29,23,-36,-30,38,-46,50,-43,34,-1,2,2,-12,-41,37,-11,-27,24
6460,d,2,"[0,1,0,1219,-28081]",0,1,0,1,-1,2,6,2,1,1,6,-3,-1,2,6,-1,-3,0,0,8,14,12,-4,-4,-15,-12,5,-9,-16,-9,11,15,2,0,9,2,9,8,-13,14,-3,3,6,-7,-21,23,12,-16,-4,-10,-24,14,6,24,17,9,-6,21,27,11,20,-12,-10,0,2,18,8,18,-10,-22,30,-13,-9,24,26,-10,-25,12,-33,2,3,14,-6,8,3,-34,-19,-12,21,-10,15,-19,0,24,-13,-39,-4,12,-24,-9,-16,20,-37,-15,6,-24,32,11,33,15,12,-10,-7,-25,6,-10,8,9,44,-12,-6,-30,-40,-19,18,21,8,18,-10,30,-13,-13,-31,24,-31,-43,-45,-19,6,-31,-12,-30,-28,-18,8,-12,-10,33,8,-21,-19,-18,5,-6,-25,-15,44,27,-25,42,29,3,42,6,-19,-18,-6,39,-61,14,11,24,-30,-4,36,-1,14,-60,50,-36,14,-25,-40,-57,11,-18,21,-30,-13,-16,-7,-24,29,24,-52,60,54,42,32,38,-36,0
8680,f,1,"[0,-1,0,-3991,-95724]",0,2,0,2,-1,1,-4,0,0,-4,-6,10,-1,4,10,2,-12,12,12,10,-4,16,4,8,-14,6,14,10,-4,8,-6,14,18,-4,12,0,-10,8,-2,-20,-2,-10,12,-10,0,14,0,-20,20,-2,12,26,6,-20,-26,0,14,-26,22,-20,-28,-10,12,6,8,0,0,-22,32,-8,-34,-26,24,32,6,-2,-4,2,-18,-6,2,-30,20,-2,24,16,0,16,18,12,6,26,-32,0,-38,24,-28,20,18,30,-2,26,44,-24,36,18,-8,-38,-30,-30,-16,-10,16,16,-6,-20,-20,30,46,-6,2,36,-6,-20,0,48,4,14,34,12,-8,2,40,-26,-32,8,2,26,24,42,-28,30,-44,-30,-30,-18,54,40,-30,-34,-4,-14,-46,-18,-26,-36,0,0,-40,-30,54,30,34,36,-6,60,10,30,12,-50,-50,40,-32,46,48,6,16,22,20,38,-16,6,-24,0,30,-32,24,-54,-22,32,-38,16,36,-12,44,-38,24,12,-10,42,-38,-36
7694,a,1,"[1,-1,0,-806,9012]",1,1,-1,0,2,-3,-3,4,-2,-2,3,-1,10,8,4,-1,8,-9,6,-8,-1,2,-8,-1,12,5,2,6,-15,6,11,-16,-11,-18,-17,-19,-18,4,5,13,1,6,18,-20,-8,-26,-18,-21,4,-1,-20,-10,-24,6,1,-12,7,-14,4,0,13,12,-12,-10,12,26,14,-30,-5,-18,28,13,30,16,2,0,11,19,-11,-18,4,19,-1,32,-12,14,-8,32,-11,-17,-33,-3,29,-29,-8,-35,0,4,-12,39,-14,38,-17,11,4,-31,-12,43,36,6,-13,9,8,-18,-39,25,36,18,-20,12,-31,-47,-37,-21,-42,44,-8,-3,-27,-16,-33,13,40,49,-32,-26,50,-14,3,2,37,20,38,-20,-48,-26,-52,-24,28,42,-41,17,-45,24,-26,-36,-34,-5,-38,9,-38,-20,-15,-30,-30,-52,-14,42,36,19,15,-24,-51,-50,35,26,-36,6,44,-9,1,5,36,-28,-58,38,26,22,6,45,-61,-40,38,-6,16,57,61,-1,-37,-56,49,36
6986,a,1,"[1,-1,0,-5,17]",2,1,-1,0,-1,1,-6,-6,-4,2,-8,-7,9,-4,4,-9,-9,-12,6,10,-7,-8,11,-2,0,0,-12,9,-7,-3,-5,14,-16,0,-18,21,-4,-3,6,22,-8,-4,0,18,-12,-14,18,-5,-11,-26,-25,-12,-3,-9,-22,-3,-6,3,30,-18,-19,-18,14,-27,-4,-12,-8,15,15,-29,18,-22,21,-3,-8,4,34,12,36,-30,13,-25,-34,-17,-24,-15,19,-16,-23,-17,6,-24,28,22,25,-35,-1,0,-10,-23,27,40,-4,-30,-4,-1,0,6,-4,34,0,-20,-4,46,-27,11,-12,9,28,8,26,-48,0,-1,30,27,-16,-18,-10,24,23,-27,-16,-6,-8,-43,14,-15,24,42,-27,-50,-20,30,16,-12,-24,-8,-26,43,-4,-39,14,-50,23,50,-30,-51,-5,38,22,4,-42,-24,-4,25,6,-12,-5,-28,16,14,9,-56,-7,20,34,51,22,24,0,-44,-6,48,-8,18,-45,-21,-66,-4,42,32,-14,19,-48,-42,-57,47,0,50,-18,61
5712,c,1,"[0,-1,0,16,144]",2,2,0,-1,-2,-1,-6,-4,1,-6,-4,-8,0,0,-2,-4,0,2,-6,2,-8,0,10,-4,-6,-10,-2,-12,-16,-6,20,6,-16,4,-18,8,6,0,-8,-14,0,-14,-20,22,0,22,-8,24,2,16,28,0,-18,-24,-14,6,-18,0,18,8,-8,-26,16,16,-22,0,-26,-24,-12,-14,22,4,6,-8,16,-14,6,4,18,22,18,6,-32,26,-20,-2,-16,16,-30,6,0,32,6,16,8,-20,-22,16,36,-22,30,-36,42,-30,22,-34,-46,-38,18,22,-16,-10,-40,42,38,-44,-16,-22,-12,32,-48,0,-16,6,-50,-26,16,-42,-20,-24,28,0,48,-24,-16,-14,-30,-10,-48,-12,-32,10,-40,24,20,14,4,32,26,-42,18,8,4,-2,-8,-16,-30,-40,-8,-30,-54,-14,-26,-6,32,-54,-46,-24,20,42,-34,30,-12,-4,28,58,56,42,-14,60,48,-20,0,0,32,22,16,-16,-44,-6,-42,48,30,-46,-60,-36,-18,38,-30,-48,62,-24
6864,a,2,"[0,-1,0,-40888,2941984]",1,2,0,-1,0,0,-1,-1,-4,0,8,0,10,-2,-6,2,-4,14,0,6,-6,-8,-6,-2,12,-8,-10,0,-4,-4,6,2,-6,0,-8,10,-14,4,-22,-2,0,0,-4,-22,8,2,18,-4,14,-2,-4,-22,12,-16,14,-12,-2,12,2,-28,-22,18,-2,26,8,-8,-26,-32,-10,-10,-32,26,-4,-32,0,-34,2,0,18,-2,-12,-6,-36,18,-16,-30,-14,20,-16,6,-2,-2,36,-24,-30,8,-6,12,28,-30,14,-14,30,-14,0,-32,-10,-14,-16,6,32,-38,10,6,24,-38,-10,-6,-34,-8,2,-20,-26,-38,36,24,14,48,-14,16,28,-2,4,-16,32,10,-26,30,32,12,18,48,-16,30,-12,44,-50,-36,-14,24,-24,0,-14,-6,8,-12,-12,48,-54,0,26,-50,-20,16,56,20,-12,4,-44,14,50,26,44,-18,4,-10,12,-10,-20,-24,-58,14,-22,24,26,2,12,-18,2,34,38,-48,46,-36,48,36,32,-50,-58,14,-22,12
938,d,1,"[1,0,0,-179,737]",0,3,1,1,3,1,-6,5,6,2,-3,-9,5,11,3,-10,-12,-6,0,-10,1,-3,2,8,6,6,-10,3,14,-12,-16,-6,-7,12,6,5,-6,-19,-4,-7,-6,12,12,2,12,5,-12,20,-13,-28,12,-13,-24,12,8,3,0,-12,30,-7,26,-30,-4,-12,20,9,17,3,8,32,24,26,18,15,-1,14,-34,-21,-18,20,12,5,18,17,0,2,26,-12,15,17,-6,-22,-18,18,38,-12,-22,-12,-6,-15,38,38,8,27,9,-21,5,47,-39,-18,6,-28,-22,-25,33,-10,20,-6,-40,33,-30,-9,-49,-28,15,6,8,6,-19,36,17,41,20,-9,32,20,12,14,-18,32,30,30,-25,-15,-13,-24,56,0,44,6,-4,-3,-31,30,-16,-48,-37,-51,20,27,-25,54,-27,9,59,12,-51,24,56,-10,-34,-6,-3,-22,-27,-46,-40,18,44,-54,47,8,-55,-48,-49,-30,6,0,-34,-19,32,9,-52,39,20,-27,-12,-24,14,-46,45,18
7774,b,1,"[1,1,0,673,-3173243]",0,1,-1,-1,1,1,6,0,3,4,1,0,8,-7,2,11,11,-10,0,12,2,13,-4,8,-14,-10,-4,10,-14,-4,5,-18,2,-15,10,21,-14,9,4,20,16,14,-19,-16,0,-14,17,-20,-7,-19,18,-5,-27,15,-2,-4,-11,26,24,-25,4,16,-28,1,4,0,21,22,-14,-23,-23,19,6,24,-4,20,12,-21,-24,2,0,-22,9,-35,-7,1,18,31,4,12,-9,4,-28,-3,0,33,40,16,2,-7,28,29,23,15,27,21,25,-14,-30,6,0,-23,36,-30,28,22,-5,-18,-2,10,8,44,-30,37,-42,10,42,28,-26,24,8,-41,8,5,-38,-22,30,22,33,20,22,27,16,55,-32,6,-40,-16,-31,-18,20,-13,-31,51,-5,-10,-5,20,10,16,-22,15,-46,-15,29,45,30,21,10,-14,22,4,30,-11,-20,4,-14,-39,6,22,-46,24,-8,60,20,-12,-20,-30,-36,14,42,-44,-31,-6,13,50,-7,-22,-46,-44,-24,44
4578,g,2,"[1,1,1,-2219,38981]",1,2,1,-1,-2,1,0,0,4,-6,0,-6,-4,2,0,4,6,2,-10,-10,12,0,2,-4,4,-18,-10,-12,14,-8,-1,14,-20,-8,-10,-10,-6,0,-14,-20,-18,2,12,-24,0,2,22,-22,-20,20,-24,-4,26,24,12,-6,0,24,24,-26,-2,10,-10,-22,20,8,-20,-6,12,-10,-12,30,18,8,34,-26,8,26,30,-28,-14,22,26,-22,8,-38,-8,-12,6,-10,-38,-24,4,0,16,-16,12,2,-26,12,36,42,12,18,14,18,-44,4,6,30,36,20,26,34,18,4,-16,2,-2,12,-34,-4,10,-2,28,-20,-2,-10,-38,-22,-8,16,52,24,48,-46,-36,-40,-48,22,-18,-26,-20,-38,24,36,46,-2,-12,2,10,-16,-46,-42,-4,-44,-44,12,52,16,12,-56,-12,6,-60,26,-18,50,-4,14,-10,60,-4,-40,12,46,14,12,8,6,48,30,0,56,42,-30,16,16,2,42,-50,0,38,-12,28,48,12,-24,-26,50,32,-30
4158,o,1,"[1,-1,1,-297434,62510401]",0,1,1,0,2,-1,-1,-1,5,6,1,-5,7,4,-2,-5,2,3,3,-2,-3,7,16,0,12,-9,-2,0,-15,14,10,-4,2,3,12,2,23,6,-17,-11,-8,4,-8,5,20,-25,-6,1,-5,16,-11,-22,-6,-8,-18,12,6,9,-6,-11,-6,-10,18,0,26,-4,-20,18,-29,-3,32,-19,-27,17,7,-22,4,26,6,-18,12,10,-5,28,-32,-34,-29,6,-6,-19,12,-2,-36,-22,26,12,-28,6,-10,43,20,-4,-12,-25,-31,-6,1,-28,3,30,27,8,41,-8,-42,-10,-18,18,-20,6,43,22,-10,1,-40,-18,-36,-30,-42,-50,-1,29,-36,-21,-2,20,-21,-50,-36,-4,8,12,8,-39,26,-22,-2,12,-7,-49,40,-17,46,-3,43,-26,-52,-12,18,-6,0,-20,-4,56,62,5,2,-18,-14,27,-35,-46,30,-13,37,-11,-16,49,17,-37,-24,31,-18,-7,58,-5,-41,30,22,42,59,28,-20,40,35,-32,-8,-3,-61,2,57,36
